# {"t_start": 1620949417.4470236, "env_id": "Fetch-M3-v0"} 
r,l,t
-855.374632,1000,64.720064
-768.833627,1000,85.833755
-776.749398,1000,105.883497
-961.951256,1000,128.819817
-596.360533,1000,151.572452
-705.892598,1000,173.849054
-611.180718,1000,196.26532
-939.403976,1000,219.73397
-558.753104,1000,242.138272
-656.632345,1000,264.912556
-1089.733715,1000,287.671849
-685.13035,1000,309.031199
-1058.668416,1000,331.308276
-801.913396,1000,352.951994
-846.357301,1000,375.209279
-772.501727,1000,397.320763
-575.679294,1000,419.137678
-773.369693,1000,441.440043
-569.99513,1000,463.227185
-721.399451,1000,484.578815
-1017.981972,1000,506.289562
-692.754162,1000,527.3196
-659.2654,1000,549.926564
-753.450766,1000,572.460394
-746.871536,1000,593.833006
-710.828045,1000,615.392743
-642.283395,1000,636.261814
-742.725567,1000,656.95323
-791.487873,1000,678.046791
-641.772847,1000,699.103435
-767.699654,1000,719.939474
-600.52405,1000,740.70512
-560.283583,1000,761.445609
-505.771795,1000,782.070712
-591.297586,1000,802.516963
-653.711669,1000,823.10546
-696.302862,1000,843.677905
-831.69912,1000,866.756089
-680.671998,1000,887.427165
-150.681645,1000,909.504806
-587.346438,1000,931.525796
-434.109776,1000,953.645706
-775.519564,1000,975.671045
-566.938489,1000,997.908577
-317.682645,1000,1020.59405
-769.051493,1000,1041.327431
-674.142842,1000,1061.945813
-591.138115,1000,1082.935129
-752.559414,1000,1104.063281
-549.582531,1000,1125.552065
-335.011976,1000,1150.184051
-326.226206,1000,1172.194015
-168.53535,1000,1194.285242
-625.976721,1000,1216.339454
-702.644003,1000,1237.01634
-565.792361,1000,1257.810808
-117.169097,1000,1280.24314
-273.00053,1000,1302.756338
-172.061774,1000,1324.994127
-418.560085,1000,1347.180415
-215.503899,1000,1369.246716
-331.359595,1000,1391.787337
-387.217238,1000,1414.094417
-1462.577191,1000,1435.855396
-235.406408,1000,1457.915339
-316.807463,1000,1480.336242
-69.522219,1000,1502.434362
-582.699085,1000,1525.319738
-436.792426,1000,1547.02621
-608.917759,1000,1568.200469
-349.815053,1000,1592.242088
-550.964341,1000,1614.169616
-448.488872,1000,1635.165468
-465.293561,1000,1661.236014
-459.835354,1000,1683.027769
-620.521067,1000,1703.946845
-519.148467,1000,1725.483045
-548.344896,1000,1747.031387
-653.154324,1000,1768.805805
-148.631746,1000,1791.142601
-501.495692,1000,1813.168984
-720.835347,1000,1835.268424
-469.510443,1000,1857.706001
-645.41259,1000,1879.00947
-582.836338,1000,1899.849397
-581.366631,1000,1921.888381
-559.245743,1000,1943.163357
-528.869228,1000,1970.168653
-1102.913382,1000,1991.980899
-1125.648501,1000,2014.041221
-598.43016,1000,2035.420326
-812.22622,1000,2055.953866
-697.179907,1000,2077.325476
-720.732908,1000,2098.197387
-721.643156,1000,2117.676337
-982.708026,1000,2137.456069
-1032.791111,1000,2156.488092
-1062.592406,1000,2174.176515
-829.183722,1000,2194.089214
-892.830287,1000,2692.648386
-1040.332741,1000,2713.940066
-448.122722,1000,2741.054614
-1086.993021,1000,2762.6399
-625.410964,1000,2783.328917
-925.257652,1000,2804.861456
-724.473383,1000,2826.121665
-399.236409,1000,2850.632536
-315.060021,1000,2872.907069
-959.012872,1000,2896.425022
-568.554543,1000,2918.689971
-938.497698,1000,2941.503865
-827.48671,1000,2964.0754
-935.53581,1000,2986.879636
-372.15753,1000,3008.83814
-951.791768,1000,3031.460414
-832.61687,1000,3052.747204
-823.290725,1000,3074.524088
-1073.86324,1000,3097.341995
-1209.796065,1000,3119.325143
-1041.173385,1000,3141.98044
-588.018748,1000,3164.189879
-404.740841,1000,3186.171198
-63.251286,1000,3209.329324
-784.656943,1000,3231.52654
-957.97464,1000,3258.516333
-877.367093,1000,3282.856254
-1009.879327,1000,3305.400677
-450.634334,1000,3328.080867
-562.502088,1000,3349.90225
-264.354972,1000,3371.12857
-575.027632,1000,3393.336286
-315.677626,1000,3417.621758
-263.466388,1000,3440.177145
-674.55653,1000,3461.529619
-942.26616,1000,3484.104577
-1017.490174,1000,3509.771626
-688.744105,1000,3532.370952
-848.251397,1000,3555.713166
-530.604766,1000,3580.97416
-1054.429687,1000,3603.876308
-200.574036,1000,3627.249025
-1058.831608,1000,3649.835882
-136.894808,1000,3673.014099
-598.128518,1000,3695.117478
-402.370256,1000,3717.628009
-659.502801,1000,3739.978124
-364.45314,1000,3762.500869
-876.292898,1000,3784.598481
-587.624659,1000,3807.30683
-436.817472,1000,3830.158725
-528.521661,1000,3852.219168
-850.860653,1000,3875.366394
-149.321788,1000,3897.906294
-229.218675,1000,3920.730944
-811.287287,1000,3943.6998
-211.990543,1000,3966.748954
-777.534582,1000,3989.389079
-1107.347225,1000,4011.514873
-143.041283,1000,4034.254512
-437.474191,1000,4056.134948
-698.217298,1000,4078.927949
-260.67154,1000,4101.713897
-362.382199,1000,4126.346237
-592.624564,1000,4152.777445
-501.203383,1000,4175.962879
-595.535001,1000,4198.24614
-219.620405,1000,4220.801378
-352.240828,1000,4243.292617
-327.485897,1000,4268.303606
-641.395487,1000,4292.227507
-211.090669,1000,4314.68856
-411.89746,1000,4336.850458
-849.504327,1000,4359.28947
-534.197347,1000,4384.695281
-924.489248,1000,4406.713408
-758.541546,1000,4428.554458
-346.665569,1000,4449.975668
-1211.539054,1000,4471.720878
-291.938578,1000,4493.388412
-954.731513,1000,4514.494673
-835.487367,1000,4536.049864
-765.736826,1000,4556.855765
-788.569753,1000,4578.111393
-931.616931,1000,4598.149593
-719.250318,1000,4619.773221
-298.825287,1000,4640.462853
-168.597271,1000,4660.63216
-571.559007,1000,4679.733344
-390.538612,1000,4699.046094
-99.355253,1000,4718.430635
-340.553857,1000,4737.549633
-1044.575725,1000,4755.679221
-941.056027,1000,4774.01686
-370.250052,1000,4791.748345
-640.652993,1000,4813.250514
-940.928084,1000,4831.305005
-741.55803,1000,4850.089339
-989.591338,1000,4868.775166
-671.319882,1000,4887.992058
-210.289138,1000,5296.055945
-967.572044,1000,5314.761821
-991.561911,1000,5333.322178
-140.441866,1000,5351.507855
-676.064255,1000,5369.925637
-340.525435,1000,5392.206532
