param_noise_stddev,prob_satisfiability,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.16720346283821505,0.0,-1.8236083984375,2.1508493423461914,0.40830516815185547,0.8105159401893616,-1.509330153465271,1.969110369682312,0.10571365058422089,0.7834768891334534,-1.503991723060608,-0.15373174846172333,0.6793662905693054,1000.0,2.0,-764.1312866210938,-764.1312866210938,242.06927490234375,242.06927490234375,19.310023546218872,2.0,1,2000,103.57315179926972,1.5579866170883179,0.03592510521411896,0.32375094294548035
0.14259466822295333,0.0,-3.433957576751709,3.015519618988037,-0.014395695179700851,0.8600612282752991,-3.2267935276031494,2.8542592525482178,-0.238561749458313,0.821509063243866,-2.70004940032959,-0.029446296393871307,0.6694955825805664,975.0,4.0,-676.5053100585938,-676.5053100585938,216.72711181640625,216.72711181640625,53.99135732650757,4.0,2,4000,74.08593149104185,2.943039894104004,0.03151163458824158,0.22119785845279694
0.12654552784140155,0.0,-3.4682540893554688,3.0626604557037354,-0.20642654597759247,0.9145679473876953,-3.233819007873535,2.8434832096099854,0.10738527029752731,0.9154572486877441,-3.0390026569366455,-0.08798345923423767,0.7203444838523865,983.3333333333334,6.0,-533.8231811523438,-533.8231811523438,275.7108154296875,275.7108154296875,91.39983797073364,6.0,3,6000,65.64563059642632,2.6457679271698,0.02995331957936287,0.19270417094230652
0.10579425230886043,0.0,-3.1844735145568848,2.6403167247772217,0.16609907150268555,0.8492150902748108,-2.8609561920166016,2.2932469844818115,0.17335262894630432,0.8250381350517273,-3.3299732208251953,0.04480358213186264,0.7780883312225342,987.5,8.0,-556.2022705078125,-556.2022705078125,242.9226837158203,242.9226837158203,136.30053329467773,8.0,4,8000,58.69382757809345,2.484907627105713,0.023922275751829147,0.4493165612220764
0.09203708190275892,0.0,-3.1800806522369385,2.519944906234741,-0.04399154707789421,0.9192948937416077,-2.921741008758545,2.285327434539795,-0.045555952936410904,0.8841378092765808,-3.311117649078369,0.09546730667352676,0.7563122510910034,990.0,10.0,-535.791259765625,-535.791259765625,237.26841735839844,237.26841735839844,170.42120814323425,10.0,5,10000,58.678142872894554,2.4818713665008545,0.02179666794836521,0.6383070349693298
0.07849118035809692,0.0,-3.0081424713134766,2.3766887187957764,0.26994049549102783,0.909993052482605,-2.7146434783935547,2.1278879642486572,0.30048704147338867,0.8891252875328064,-3.1815855503082275,0.14868274331092834,0.7320865392684937,991.6666666666666,12.0,-481.0625305175781,-481.0625305175781,254.56365966796875,254.56365966796875,215.99090838432312,12.0,6,12000,55.55789403250167,2.1904804706573486,0.019457465037703514,0.3160598576068878
0.07105704163663924,0.0,-3.1331615447998047,2.5227818489074707,0.3046075105667114,0.8101741671562195,-2.8677480220794678,2.302858352661133,0.3319218158721924,0.8621919751167297,-2.9760892391204834,0.18576927483081818,0.7304354310035706,992.8571428571429,14.0,-451.9502868652344,-451.9502868652344,246.6880340576172,246.6880340576172,255.63952112197876,14.0,7,14000,54.76461518373711,2.209238052368164,0.01961265131831169,0.27667689323425293
0.05940491710342653,0.0,-3.0184478759765625,2.5929503440856934,0.1459936499595642,0.8765133023262024,-2.730761766433716,2.36145281791687,0.051174014806747437,0.8926582336425781,-2.9103164672851562,0.22035542130470276,0.7107700109481812,993.75,16.0,-436.69085693359375,-436.69085693359375,234.27354431152344,234.27354431152344,288.3940622806549,16.0,8,16000,55.479644322320915,2.160252571105957,0.018864421173930168,0.4460221827030182
0.051680078090752424,0.0,-2.8665049076080322,2.252143383026123,0.08569302409887314,0.8971026539802551,-2.5511975288391113,1.9635698795318604,0.23287032544612885,0.852212131023407,-2.8318538665771484,0.20701809227466583,0.7106752991676331,994.4444444444445,18.0,-421.0145263671875,-421.0145263671875,226.3898162841797,226.3898162841797,339.1280138492584,18.0,9,18000,53.0773019771848,2.013162136077881,0.018446458503603935,0.21199443936347961
0.048684971322958646,0.0,-2.7235682010650635,2.0089097023010254,0.1931324154138565,0.8963576555252075,-2.424666404724121,1.790033221244812,0.2089475840330124,0.8797154426574707,-2.7245287895202637,0.21902334690093994,0.6880180835723877,995.0,20.0,-400.4150695800781,-400.4150695800781,228.3268585205078,228.3268585205078,373.1613824367523,20.0,10,20000,53.59611401747829,2.164186716079712,0.019529489800333977,0.2140907645225525
0.045863445263280886,0.0,-2.5534050464630127,1.8782962560653687,0.1447664499282837,0.895781934261322,-2.1824452877044678,1.6414002180099487,0.11264651268720627,0.9398908615112305,-2.6693344116210938,0.2266175001859665,0.6761997938156128,995.4545454545455,22.0,-382.58026123046875,-382.58026123046875,227.32199096679688,227.32199096679688,411.687867641449,22.0,11,22000,53.43854344320986,2.342209577560425,0.021949386224150658,0.28123387694358826
0.045863445263280886,0.0,-2.273953437805176,1.743064522743225,0.20094531774520874,0.9534801244735718,-1.9228135347366333,1.4943681955337524,0.19017821550369263,0.9560285806655884,-2.673201084136963,0.2267126441001892,0.6734691858291626,995.8333333333334,24.0,-374.2317810058594,-374.2317810058594,219.5054473876953,219.5054473876953,461.0007619857788,24.0,12,24000,52.060651476190756,2.4776535034179688,0.02428664267063141,0.13964436948299408
0.045863445263280886,0.0,-2.2740044593811035,1.7248989343643188,0.23423759639263153,0.9459018111228943,-1.9382036924362183,1.5507447719573975,0.24334047734737396,0.9552521109580994,-2.632770538330078,0.22894661128520966,0.682971715927124,996.1538461538462,26.0,-364.30035400390625,-364.30035400390625,214.334228515625,214.334228515625,498.5507535934448,26.0,13,26000,52.151159761764845,2.814953565597534,0.026635482907295227,0.09789350628852844
0.04966353924655011,0.0,-2.1677746772766113,1.5463443994522095,0.19075500965118408,0.9348723292350769,-1.831131935119629,1.4624180793762207,0.21612964570522308,0.9429985880851746,-2.7271831035614014,0.24549569189548492,0.6801045536994934,996.4285714285714,28.0,-368.09051513671875,-368.09051513671875,207.17434692382812,207.17434692382812,548.9769251346588,28.0,14,28000,51.003965227011804,3.0225136280059814,0.02774547040462494,0.12147798389196396
0.04966353924655011,0.0,-2.2545318603515625,1.4452427625656128,0.08229415863752365,0.9395967125892639,-1.9533605575561523,1.2988758087158203,0.10461600124835968,0.9412515759468079,-2.788205623626709,0.22643299400806427,0.6962123513221741,996.6666666666666,30.0,-367.8478698730469,-367.8478698730469,204.57644653320312,204.57644653320312,587.989040851593,30.0,15,30000,51.0213590997386,3.140601873397827,0.0290836188942194,0.21681518852710724
