# {"t_start": 1619879506.9518368, "env_id": "Fetch-M2-v0"} 
r,l,t
-1218.908229,1000,292.746754
-644.559594,1000,299.800408
-940.972267,1000,327.90327
-881.348726,1000,334.701131
-1082.622204,1000,369.339082
-584.076914,1000,379.336706
-744.772373,1000,407.568453
-562.124847,1000,413.987088
-1043.013394,1000,447.949507
-754.52447,1000,459.923176
-616.464015,1000,493.704014
-474.248657,1000,500.833717
-607.424035,1000,527.616584
-752.953498,1000,533.814842
-779.615755,1000,570.112695
-687.760677,1000,580.321644
-1188.195345,1000,608.627376
-626.988657,1000,615.509402
-705.420744,1000,642.630557
-728.403705,1000,649.345503
-784.817666,1000,687.745718
-620.946964,1000,695.851124
-787.359509,1000,723.258431
-774.766778,1000,729.981529
-645.541448,1000,756.092402
-845.583532,1000,764.757784
-561.034789,1000,802.324737
-681.433834,1000,809.465075
-652.994401,1000,835.05154
-657.203457,1000,841.371321
-733.581289,1000,874.040957
-709.258417,1000,885.096568
-621.124625,1000,917.109527
-608.859001,1000,923.655815
-781.809498,1000,949.067902
-619.931015,1000,955.388993
-648.90844,1000,992.821653
-718.651619,1000,1001.328758
-674.319012,1000,1028.311054
-1065.167265,1000,1035.218728
-730.247446,1000,1061.056177
-562.633626,1000,1070.383758
-696.487996,1000,1112.340635
-630.543989,1000,1118.641523
-565.870445,1000,1145.383309
-773.336926,1000,1156.252858
-601.452517,1000,1192.324799
-727.017406,1000,1199.039738
-689.135991,1000,1224.082865
-654.92091,1000,1229.88274
-569.819306,1000,1269.26231
-659.457824,1000,1277.000574
-1037.86934,1000,1309.087058
-756.225289,1000,1315.6174
-598.236903,1000,1351.266306
-747.259175,1000,1361.616191
-612.44225,1000,1388.82064
-579.5721,1000,1394.924135
-660.220804,1000,1428.921009
-778.724977,1000,1440.104502
-760.238706,1000,1468.215411
-590.359895,1000,1474.609927
-663.832497,1000,1506.583516
-746.997602,1000,1517.878
-618.071047,1000,1549.845057
-727.774084,1000,1555.976501
-588.893154,1000,1584.687903
-1058.556615,1000,1594.687811
-805.570144,1000,1631.077323
-771.789164,1000,1638.542906
-721.680262,1000,1669.764265
-582.880908,1000,1677.54682
-708.405241,1000,1708.762445
-737.053719,1000,1715.670467
-745.38874,1000,1743.388414
-743.631708,1000,1751.086039
-578.453532,1000,1782.117569
-661.527722,1000,1789.28035
-585.216576,1000,1818.362056
-638.536638,1000,1826.070047
-575.404277,1000,1860.342738
-768.782775,1000,1867.549622
-768.802519,1000,1897.047217
-630.139172,1000,1904.607892
-743.08555,1000,1938.026857
-779.251576,1000,1944.735979
-666.833412,1000,1974.3573
-585.405884,1000,1981.740858
-770.273006,1000,2015.04425
-701.795328,1000,2022.611375
-749.161036,1000,2053.399086
-660.633635,1000,2060.899272
-760.672288,1000,2091.569344
-783.816405,1000,2099.285876
-763.950509,1000,2128.359527
-771.015551,1000,2135.250628
-587.861347,1000,2165.641395
-597.231289,1000,2173.521672
-772.499713,1000,2205.504399
-599.237317,1000,2212.992472
-757.353742,1000,2240.224905
-710.050113,1000,2248.613132
-593.551382,1000,2282.962644
-536.456837,1000,2290.308537
-626.985686,1000,2321.76778
-778.948878,1000,2329.281841
-616.960474,1000,2361.013291
-712.934864,1000,2368.293011
-603.260314,1000,2398.242484
-783.468593,1000,2405.937865
-748.5276,1000,2439.342939
-717.957384,1000,2447.100403
-757.785089,1000,2478.83648
-609.75536,1000,2486.532071
-1300.922186,1000,2520.502333
-748.057816,1000,2527.681332
-612.932305,1000,2559.284873
-709.178207,1000,2566.736569
-727.289645,1000,2600.040147
-778.20284,1000,2607.315016
-757.284548,1000,2636.900491
-756.50949,1000,2644.529823
-645.878455,1000,2678.15167
-1203.772492,1000,2686.506743
-758.228246,1000,2718.568644
-608.339272,1000,2725.965789
-609.454021,1000,2756.736636
-1041.061736,1000,2764.657394
-585.456793,1000,2796.028486
-748.257837,1000,2802.870382
-618.958961,1000,2833.767196
-572.631135,1000,2841.178364
-727.430105,1000,2872.98088
-702.762233,1000,2880.101773
-614.263008,1000,2911.488011
-588.028819,1000,2918.960554
-578.674117,1000,2948.278108
-673.693067,1000,2955.805528
-577.22728,1000,2987.300618
-590.005497,1000,2995.404956
-785.853361,1000,3027.157309
-713.067001,1000,3034.38569
-744.676925,1000,3062.375988
-597.668577,1000,3069.971152
-643.189976,1000,3095.83606
-637.39489,1000,3103.23298
-578.676874,1000,3138.524922
-562.982324,1000,3146.167985
-1277.697278,1000,3178.534797
-627.221289,1000,3186.031938
-634.226664,1000,3216.398184
-743.767161,1000,3223.66023
-759.604859,1000,3255.348934
-565.041259,1000,3261.896342
-623.418313,1000,3287.812565
-724.465398,1000,3294.737105
-662.34839,1000,3326.168596
-1057.647764,1000,3334.155547
-1106.330726,1000,3366.372792
-990.757526,1000,3373.422573
-756.844431,1000,3402.261979
-767.077489,1000,3409.70929
-756.434187,1000,3441.014088
-766.522845,1000,3448.306896
-587.831774,1000,3480.640669
-577.674483,1000,3488.398597
-770.350325,1000,3521.212217
-596.045479,1000,3528.42242
-767.050217,1000,3559.558859
-599.6661,1000,3567.087555
-764.553632,1000,3602.683082
-731.434916,1000,3610.343063
-626.717528,1000,3642.70771
-582.524847,1000,3650.481133
-783.506183,1000,3684.621296
-727.826073,1000,3691.995609
-678.866267,1000,3722.353654
-661.743519,1000,3729.936323
-737.717303,1000,3762.989469
-651.542646,1000,3770.584901
-636.960241,1000,3801.370352
-742.416401,1000,3809.278562
-601.145238,1000,3842.347198
-621.076962,1000,3849.541525
-594.599398,1000,3881.687147
-781.852167,1000,3889.439447
-582.006184,1000,3921.062624
-644.915377,1000,3928.058888
-624.093545,1000,3956.838961
-742.262056,1000,3964.375106
-604.303997,1000,3998.204651
-758.847931,1000,4005.759406
-599.549487,1000,4035.855867
-619.763126,1000,4042.990867
-679.972998,1000,4075.975334
-569.246334,1000,4083.258776
-634.18615,1000,4113.394239
-769.739553,1000,4121.016712
-620.170208,1000,4152.643589
-701.016684,1000,4159.94133
-770.068264,1000,4190.518715
-662.860193,1000,4198.316046
-710.891821,1000,4230.279773
-576.689602,1000,4237.874945
-730.157569,1000,4267.80444
-569.142164,1000,4275.593953
-649.487283,1000,4308.221014
-772.386717,1000,4316.009027
-719.257091,1000,4346.2992
-764.760221,1000,4353.843486
-798.552358,1000,4387.032766
-771.29338,1000,4394.114224
-754.857697,1000,4423.877912
-1160.386212,1000,4431.804246
-769.872056,1000,4462.993392
-780.857616,1000,4470.513041
-599.377966,1000,4499.057466
-569.806083,1000,4505.452827
-583.774163,1000,4537.102157
-584.4016,1000,4544.086032
