# {"t_start": 1619879507.506582, "env_id": "Fetch-M2-v0"} 
r,l,t
-990.009187,1000,254.711899
-1114.016154,1000,266.278572
-710.158556,1000,297.288782
-1039.596954,1000,304.557812
-1067.657391,1000,332.684727
-859.741468,1000,339.894957
-862.122636,1000,381.905086
-1130.726559,1000,390.129769
-853.40066,1000,419.509488
-1056.301829,1000,426.511675
-1094.978483,1000,465.705436
-868.337959,1000,476.678767
-1049.874766,1000,507.368907
-1046.539469,1000,514.551988
-1114.260334,1000,542.126273
-1100.164692,1000,554.360315
-1111.454327,1000,593.786098
-1018.92352,1000,600.991246
-1095.809904,1000,632.095709
-878.117132,1000,639.333117
-1142.206987,1000,677.591339
-1011.113324,1000,688.489434
-1009.103199,1000,720.240606
-1110.429395,1000,727.328085
-1160.113948,1000,755.506455
-915.292888,1000,765.342067
-915.225738,1000,805.538367
-715.828168,1000,816.104465
-914.910329,1000,844.545646
-972.117563,1000,851.457358
-978.563366,1000,889.326857
-992.156699,1000,898.737248
-995.270899,1000,929.311684
-1043.495798,1000,935.937376
-1046.935511,1000,967.123768
-837.744881,1000,978.59998
-1012.729091,1000,1014.546605
-1039.524778,1000,1021.376336
-980.488625,1000,1049.560183
-951.806478,1000,1056.23124
-861.173571,1000,1099.183355
-1142.752951,1000,1107.850846
-1098.693148,1000,1134.790691
-959.604593,1000,1141.896433
-926.115576,1000,1184.973225
-1009.074095,1000,1192.207268
-981.902967,1000,1219.821961
-969.679804,1000,1226.546762
-882.304638,1000,1268.34917
-853.240648,1000,1276.91465
-905.109564,1000,1305.647526
-1018.046047,1000,1312.532721
-1052.299098,1000,1351.672893
-1105.258429,1000,1362.158789
-1129.790332,1000,1391.075885
-936.314373,1000,1397.685684
-923.196013,1000,1438.305158
-1110.904009,1000,1447.20756
-937.95815,1000,1475.860113
-887.382952,1000,1482.475376
-1053.797073,1000,1521.700631
-1039.028863,1000,1531.989309
-1112.490355,1000,1561.098988
-1004.356635,1000,1567.379349
-1066.018686,1000,1608.777239
-1069.589677,1000,1616.475387
-1118.366297,1000,1643.585886
-1070.901144,1000,1649.955558
-892.36427,1000,1691.295761
-1081.157726,1000,1699.685514
-1034.44355,1000,1727.312188
-1061.380307,1000,1733.729164
-1082.804347,1000,1777.721447
-1094.255284,1000,1784.202183
-943.031167,1000,1811.389647
-1116.022737,1000,1819.946651
-917.436253,1000,1862.823308
-886.67554,1000,1869.77516
-1058.764885,1000,1899.302505
-1048.892656,1000,1911.243255
-968.981708,1000,1949.130638
-864.49075,1000,1955.635495
-1083.186156,1000,1988.421135
-942.572766,1000,2000.488961
-1041.812967,1000,2036.653802
-1074.124448,1000,2043.473201
-1069.352392,1000,2078.874673
-1155.727962,1000,2090.488102
-1059.786584,1000,2123.71473
-905.68297,1000,2130.195688
-1107.376217,1000,2164.549796
-1095.443772,1000,2176.442108
-1086.875772,1000,2210.660124
-1036.595721,1000,2217.042224
-1023.690015,1000,2253.354608
-1030.795994,1000,2264.248612
-1089.522281,1000,2292.276201
-1033.201983,1000,2298.447943
-913.265447,1000,2336.199916
-912.801657,1000,2347.325667
-1073.964008,1000,2376.908989
-947.366589,1000,2383.281799
-944.499618,1000,2421.354418
-879.961462,1000,2430.580606
-847.107078,1000,2465.158411
-987.140796,1000,2473.362723
-901.314527,1000,2508.659183
-1038.165663,1000,2516.904539
-864.634364,1000,2550.707812
-914.348314,1000,2558.90605
-970.434481,1000,2594.462604
-1072.064602,1000,2602.707559
-941.729812,1000,2635.288491
-1056.998388,1000,2643.45626
-1147.122619,1000,2679.526155
-1053.349356,1000,2687.839878
-1129.605879,1000,2723.586334
-932.310483,1000,2730.741611
-981.667337,1000,2765.728655
-1021.800074,1000,2773.698351
-958.65324,1000,2807.411055
-1034.771387,1000,2815.227469
-985.048811,1000,2848.957156
-1105.850851,1000,2856.606864
-953.201016,1000,2890.883707
-1014.296381,1000,2899.10772
-1029.29822,1000,2932.540873
-932.805555,1000,2940.419733
-901.467754,1000,2971.985362
-1134.838538,1000,2979.821827
-961.651192,1000,3016.100642
-892.073201,1000,3023.782122
-995.187959,1000,3055.550048
-854.838477,1000,3063.209841
-876.544066,1000,3093.803972
-1158.425844,1000,3101.555507
-939.795261,1000,3140.918001
-1075.873656,1000,3149.203241
-1011.233494,1000,3184.120087
-1113.204277,1000,3191.412695
-904.672081,1000,3225.889631
-989.64889,1000,3234.24513
-1072.534848,1000,3266.815099
-1058.35415,1000,3273.857851
-1100.256341,1000,3304.150577
-1095.347579,1000,3312.153776
-908.161598,1000,3346.845746
-1127.755419,1000,3354.46194
-996.925469,1000,3382.839168
-1010.333514,1000,3390.096488
-937.497579,1000,3425.319881
-1105.395067,1000,3433.129573
-894.914035,1000,3466.618954
-1026.592522,1000,3474.037369
-918.471094,1000,3508.671829
-1035.280122,1000,3516.833097
-913.087768,1000,3551.312139
-1012.127088,1000,3559.774946
-907.952539,1000,3597.106239
-1041.815029,1000,3605.424292
-1054.964766,1000,3639.914855
-879.883398,1000,3647.662786
-1029.467342,1000,3684.732351
-880.274388,1000,3692.790525
-977.293936,1000,3727.051245
-877.437112,1000,3735.671734
-905.246303,1000,3771.642163
-923.156912,1000,3779.93038
-918.717012,1000,3814.481898
-987.060544,1000,3823.00907
-1077.322246,1000,3859.754865
-999.69944,1000,3867.204339
-982.006145,1000,3902.047231
-1031.785473,1000,3910.340022
-1101.257925,1000,3943.657857
-1147.593886,1000,3951.790504
-1014.318424,1000,3987.693092
-1034.6436,1000,3995.716412
-1160.803194,1000,4028.506584
-867.584647,1000,4036.619146
-1114.918828,1000,4072.480073
-914.2388,1000,4079.798922
-1082.913773,1000,4113.375382
-913.099263,1000,4121.619023
-950.426539,1000,4157.411076
-844.241454,1000,4164.616653
-1002.24923,1000,4196.221888
-990.564275,1000,4204.243362
-1051.939604,1000,4238.717203
-967.965433,1000,4246.604328
-1090.134739,1000,4278.868763
-885.44218,1000,4287.180583
-897.205196,1000,4320.806214
-1064.571275,1000,4328.203204
-1097.583545,1000,4362.244303
-993.979191,1000,4370.151433
-1004.481633,1000,4405.603212
-885.457831,1000,4412.759286
-1017.65276,1000,4444.948409
-883.055646,1000,4452.953906
-1020.219207,1000,4487.220578
-903.987664,1000,4494.915223
-1114.438011,1000,4527.805043
