# {"t_start": 1620949435.7386885, "env_id": "Fetch-M3-v0"} 
r,l,t
-558.328137,1000,61.541951
-707.737836,1000,82.878966
-1124.501347,1000,104.269517
-608.195215,1000,126.187625
-764.85644,1000,148.711684
-807.289547,1000,171.226627
-168.028849,1000,193.646952
-934.477444,1000,217.034617
-690.059906,1000,240.023824
-449.733035,1000,262.649035
-684.065479,1000,285.47796
-696.80083,1000,307.307384
-733.045703,1000,330.235798
-680.803068,1000,351.760453
-596.654635,1000,374.309987
-1019.224236,1000,401.156646
-978.539899,1000,423.591748
-769.034466,1000,445.852767
-664.090837,1000,468.101794
-1136.526508,1000,491.043994
-1235.011204,1000,513.149859
-745.614459,1000,535.102835
-625.518685,1000,557.468644
-478.531657,1000,579.905648
-560.355424,1000,602.121181
-578.817864,1000,623.954287
-713.916597,1000,645.655588
-566.296124,1000,667.471965
-736.072188,1000,689.459858
-733.700143,1000,711.53563
-592.535084,1000,733.414176
-583.047038,1000,754.931542
-525.172185,1000,777.396124
10.180048,1000,799.185742
-1190.938907,1000,820.630883
-1170.768745,1000,842.706705
-1269.617156,1000,864.127908
-991.71584,1000,886.496924
-1129.880481,1000,908.086935
-1181.616422,1000,930.150713
-1162.845303,1000,952.339431
-373.760887,1000,974.125568
-976.689661,1000,995.910298
-1061.127676,1000,1018.215027
-395.806956,1000,1042.100123
-834.610992,1000,1064.67732
-1014.092455,1000,1087.429254
-1138.665078,1000,1110.064107
-956.630608,1000,1132.987983
-771.111889,1000,1155.240316
-261.783753,1000,1177.848308
-52.390577,1000,1199.704171
-847.976929,1000,1222.090101
-311.257136,1000,1244.07743
-1013.892704,1000,1267.026619
-1058.470657,1000,1293.957226
-922.694652,1000,1316.194225
-991.549859,1000,1338.508443
-650.666555,1000,1363.365983
-797.884908,1000,1385.401789
-1209.676233,1000,1407.200489
-1171.911242,1000,1433.915972
-1046.053701,1000,1460.62216
-577.805989,1000,1484.911589
-873.302313,1000,1506.650095
-751.023157,1000,1528.582298
-992.386068,1000,1550.551102
-852.438868,1000,1572.014804
-628.575859,1000,1593.872987
-895.214913,1000,1615.500733
-840.582477,1000,1639.917484
-525.67147,1000,1661.870311
-1093.145302,1000,1686.601063
-1051.297479,1000,1712.875372
-1000.057418,1000,1737.635443
-1148.336374,1000,1759.636589
-958.372958,1000,1786.409147
-945.694168,1000,1810.641214
-375.14382,1000,1832.252118
-1036.726066,1000,1855.033108
-1098.989487,1000,1876.858625
-1003.173533,1000,1901.986867
-197.891945,1000,1923.689533
-1033.425292,1000,1950.072829
-471.191734,1000,1973.591905
-256.881439,1000,1995.250751
-878.006844,1000,2016.231893
-785.193024,1000,2040.41792
-111.831909,1000,2061.228818
-766.704574,1000,2081.947617
-1040.679326,1000,2102.073335
-848.368366,1000,2121.146294
-733.560573,1000,2144.20646
-717.697188,1000,2163.178252
-824.671365,1000,2181.563128
-1018.997876,1000,2198.694839
-942.854838,1000,2217.733215
-945.28848,1000,2234.338524
-1080.307115,1000,2250.460116
-417.714561,1000,2791.379035
-916.028655,1000,2816.827663
-1044.832253,1000,2843.399299
-1036.533309,1000,2865.93713
-1018.815358,1000,2888.451952
-939.099565,1000,2910.683594
-1125.431072,1000,2937.644841
-459.927252,1000,2963.837087
-461.222043,1000,2989.809195
-1014.563349,1000,3012.301479
-906.399382,1000,3038.512529
-106.851546,1000,3060.471939
-892.324968,1000,3082.372153
-712.280706,1000,3105.481889
-1119.744086,1000,3128.045028
-1153.536611,1000,3154.460325
-1017.436625,1000,3176.678034
-766.303473,1000,3200.973229
-715.395871,1000,3224.159066
-340.91992,1000,3245.942002
-893.408543,1000,3270.835822
-850.94194,1000,3295.261144
-96.69363,1000,3316.17646
-951.48448,1000,3342.545995
-896.797855,1000,3364.569398
-891.22013,1000,3386.63416
-957.194263,1000,3413.025693
-1060.03849,1000,3439.418414
-403.834316,1000,3463.570535
-900.83764,1000,3487.015593
-495.041922,1000,3510.109669
-423.641089,1000,3532.316878
-1102.497609,1000,3554.939134
-463.059287,1000,3576.85795
-954.507464,1000,3603.968302
-669.077077,1000,3628.776901
-1002.020725,1000,3651.577765
-1035.561561,1000,3674.264331
-306.499851,1000,3696.88021
-1209.99399,1000,3720.223589
-252.415585,1000,3744.63722
-1013.016902,1000,3767.330357
-963.81156,1000,3789.877543
-1106.843996,1000,3817.108908
-983.549151,1000,3840.228463
-1014.969764,1000,3867.678384
-703.632094,1000,3892.858829
-285.880086,1000,3917.187688
-296.572746,1000,3941.776309
-1062.047488,1000,3968.867104
-588.859949,1000,3994.853945
-989.371831,1000,4018.647653
-360.893243,1000,4043.184224
-1063.166797,1000,4065.860362
-930.553769,1000,4088.67733
-460.28424,1000,4113.048055
-1006.570614,1000,4135.470073
-465.843089,1000,4159.249051
-334.229988,1000,4182.624958
-1209.725789,1000,4208.752581
-500.092456,1000,4233.253735
-486.41619,1000,4257.510719
-910.640187,1000,4284.493728
-352.755813,1000,4308.705575
-901.341996,1000,4329.298574
-469.236397,1000,4350.689847
-747.584345,1000,4371.203327
-1311.64311,1000,4392.976065
-440.976286,1000,4415.497192
-810.898752,1000,4438.46039
-1064.571919,1000,4459.688687
-1041.094272,1000,4480.673666
-831.657516,1000,4503.982296
-921.378279,1000,4524.228921
-813.681149,1000,4544.075357
-583.90345,1000,4568.68381
-1020.742848,1000,4588.723793
-1080.37623,1000,4608.574976
-1055.34801,1000,4628.166928
-946.597261,1000,4646.760364
-897.713817,1000,4668.192019
-1138.065646,1000,4689.313565
-684.944601,1000,4707.313424
-862.973992,1000,4727.871188
-985.821581,1000,4746.436084
-381.267435,1000,4765.321457
-971.005156,1000,4783.821977
-988.42449,1000,4802.512157
-290.302002,1000,4822.155517
-613.08729,1000,4841.364994
-223.2624,1000,4860.223178
-683.074724,1000,4879.214295
-918.50336,1000,4897.192547
-540.243774,1000,4915.38534
-882.414795,1000,4934.297003
-1030.085061,1000,4953.937955
-881.061175,1000,4973.855776
-960.183235,1000,4992.74587
