# {"t_start": 1619879508.794835, "env_id": "Fetch-M1-v0"} 
r,l,t
-959.133653,1000,300.87876
-905.819367,1000,307.820111
-592.259174,1000,333.62356
-281.112167,1000,339.914311
-592.971577,1000,378.403355
-542.116646,1000,385.559373
-534.853527,1000,415.754991
-499.991797,1000,422.461837
-647.752865,1000,459.819569
-552.422723,1000,471.563067
-482.771271,1000,504.404297
-578.893279,1000,511.919144
-820.922475,1000,541.780618
-990.973757,1000,553.576893
-938.388877,1000,593.512035
-728.651742,1000,601.233127
-406.405956,1000,631.10795
-573.978626,1000,638.466579
-671.619665,1000,671.955483
-248.722365,1000,683.822981
-583.661402,1000,716.981476
-802.347725,1000,724.000455
-295.489248,1000,753.769413
-863.701199,1000,763.70116
-828.341704,1000,804.120904
-600.781621,1000,813.362283
-1025.253915,1000,847.138004
-1167.926822,1000,854.085461
-1174.443193,1000,899.650126
-207.504245,1000,907.889036
-145.685733,1000,940.549936
-591.794274,1000,948.484898
-618.127023,1000,998.988739
-396.061079,1000,1007.446086
-463.410131,1000,1042.048569
-300.521884,1000,1049.342636
-317.354555,1000,1098.448354
-582.871459,1000,1108.788518
-302.34335,1000,1140.281996
-490.595257,1000,1152.629618
-570.021849,1000,1197.371128
-383.103461,1000,1204.509368
-225.341515,1000,1237.943793
-193.837409,1000,1250.477175
-123.830914,1000,1289.433546
-366.472635,1000,1298.610299
-568.003788,1000,1341.89127
-315.476667,1000,1354.412605
-528.015776,1000,1390.050381
-299.050406,1000,1396.93708
-437.609494,1000,1445.166279
-563.075964,1000,1454.044358
-919.579466,1000,1489.112624
-599.896646,1000,1503.556325
-347.026134,1000,1546.11572
-243.443678,1000,1553.907506
-604.946928,1000,1589.409794
-657.265295,1000,1603.040927
-458.881206,1000,1637.333807
-775.816952,1000,1644.16738
-644.219023,1000,1692.384763
-774.113035,1000,1700.233203
-624.349694,1000,1731.222069
-546.649065,1000,1742.768543
-313.067504,1000,1788.203593
-449.401156,1000,1795.420304
-190.167348,1000,1833.536616
-499.368181,1000,1849.072056
-349.160774,1000,1883.540474
-211.013856,1000,1890.758477
-253.043933,1000,1934.59898
-306.506515,1000,1942.037477
-292.432856,1000,1970.439955
-307.498217,1000,1979.497925
-318.521976,1000,2024.443801
-299.157575,1000,2032.111399
-305.326714,1000,2059.922199
-289.309747,1000,2072.100594
-218.286263,1000,2113.205357
-306.430831,1000,2120.358217
-246.586831,1000,2150.466016
-203.99279,1000,2163.886312
-322.15067,1000,2203.55371
-385.814601,1000,2210.984002
-292.092605,1000,2246.912641
-258.775214,1000,2258.67576
-303.230694,1000,2290.463777
-136.644766,1000,2296.999841
-255.719412,1000,2337.631725
-162.935608,1000,2348.111653
-237.243053,1000,2378.685422
-248.7608,1000,2385.833541
-269.169547,1000,2429.814891
-264.627672,1000,2438.036176
-65.316053,1000,2467.062779
-208.780795,1000,2473.920785
-169.665235,1000,2519.265083
-126.531238,1000,2526.77826
-349.401607,1000,2555.256021
-92.854466,1000,2562.422285
-218.288043,1000,2608.648563
-122.282191,1000,2615.344503
-44.706034,1000,2645.194712
-63.697142,1000,2656.639258
-161.766707,1000,2699.538246
-102.150521,1000,2706.403684
-162.221794,1000,2736.309708
-161.953166,1000,2747.329376
-48.754693,1000,2791.477945
-164.999005,1000,2801.343273
-56.516488,1000,2846.121096
-281.148458,1000,2857.025073
-226.202419,1000,2893.030715
-214.517212,1000,2899.938846
-186.745411,1000,2928.101175
-230.702542,1000,2934.653509
-118.841378,1000,2962.325441
-341.02557,1000,2970.488353
-78.960459,1000,3016.504532
-247.820216,1000,3027.712212
-197.616533,1000,3059.035872
-140.488244,1000,3065.514668
-69.225647,1000,3094.256396
-635.843317,1000,3103.684952
-218.346153,1000,3148.211117
-84.78216,1000,3156.879098
-29.453093,1000,3188.045083
-96.544255,1000,3194.535618
-49.467387,1000,3241.583492
-145.511742,1000,3251.130795
-194.035278,1000,3280.782918
-632.000996,1000,3288.261393
-297.83169,1000,3335.255112
-441.434138,1000,3344.232455
-202.095664,1000,3374.168371
-201.299853,1000,3380.872263
-466.975974,1000,3422.42755
-219.62388,1000,3433.018003
-353.709614,1000,3463.605117
-211.108069,1000,3469.976984
-108.315059,1000,3513.388394
-62.544789,1000,3523.451739
-127.072636,1000,3553.148855
-122.522223,1000,3559.93828
-729.280528,1000,3604.41537
-43.997958,1000,3610.96927
-475.468998,1000,3639.655993
-141.006195,1000,3652.07256
-314.340523,1000,3692.704716
-622.832889,1000,3698.944367
-75.354372,1000,3738.761394
-389.415897,1000,3751.119878
-86.19305,1000,3780.709181
-296.807869,1000,3787.171207
-59.17451,1000,3832.027913
-245.166942,1000,3841.575692
-517.956654,1000,3870.299013
-159.014299,1000,3883.088419
-163.603146,1000,3925.537417
-62.706525,1000,3932.131032
-253.303303,1000,3968.778856
-269.583167,1000,3981.611376
-66.73611,1000,4014.976516
-106.061855,1000,4021.58972
-80.137419,1000,4066.572053
-250.580036,1000,4077.164253
-47.235726,1000,4102.92014
-90.733021,1000,4110.623776
-287.160983,1000,4156.984954
-47.028213,1000,4163.80081
-71.490803,1000,4192.653418
-217.227416,1000,4206.150128
-104.916339,1000,4245.912573
-311.465465,1000,4252.679965
-5.646956,1000,4288.811557
-74.987987,1000,4301.95801
-108.965059,1000,4333.332759
-109.09423,1000,4340.158136
-125.253966,1000,4379.184682
-188.588849,1000,4387.208066
-436.146126,1000,4421.217113
-80.343765,1000,4430.149467
-87.456179,1000,4467.38847
-136.666383,1000,4475.019958
-279.943582,1000,4508.603347
-433.077845,1000,4519.455507
-537.843902,1000,4552.347724
-455.868817,1000,4560.838858
-202.89583,1000,4592.828664
-136.768769,1000,4600.975497
-167.464401,1000,4632.168443
-281.837296,1000,4639.381267
-246.671275,1000,4669.056108
-453.957498,1000,4678.405743
-290.467657,1000,4710.717697
-464.635681,1000,4717.218425
-398.798926,1000,4749.178616
-397.275251,1000,4756.38106
-234.983137,1000,4785.573238
-502.707702,1000,4791.998316
-635.547711,1000,4820.821808
-167.860831,1000,4828.61821
-202.38138,1000,4857.029857
-339.686782,1000,4863.934601
-80.006314,1000,4891.317384
-106.010238,1000,4897.997733
-307.398251,1000,4925.788707
-324.806435,1000,4932.458799
-471.477143,1000,4960.138079
-130.178158,1000,4966.51387
-202.209383,1000,4995.997248
-218.738029,1000,5003.06068
-286.900601,1000,5033.234116
-410.391755,1000,5040.998602
-288.495884,1000,5071.529395
-355.180324,1000,5078.998789
-354.763916,1000,5110.3134
-639.928921,1000,5116.522333
-571.186927,1000,5147.010711
-325.600677,1000,5154.383114
