# {"t_start": 1620949428.2218287, "env_id": "Fetch-M3-v0"} 
r,l,t
-591.774485,1000,61.478385
-50.047098,1000,84.187795
-1059.480236,1000,105.494782
-1042.265083,1000,128.14364
-774.723763,1000,151.452393
-556.353933,1000,174.576777
-1031.794045,1000,198.449773
-750.684659,1000,223.228701
-784.740188,1000,246.487101
-739.199255,1000,270.217656
-294.283519,1000,293.500363
-740.007255,1000,316.923439
-696.514857,1000,340.236801
-739.97382,1000,363.520526
-751.024213,1000,387.04377
-842.668723,1000,409.96506
-129.265287,1000,433.412394
-989.630704,1000,457.044246
-156.597908,1000,480.186874
-952.491386,1000,502.788387
-632.663788,1000,526.668763
-719.062983,1000,548.788392
-910.569173,1000,570.425784
-984.764833,1000,593.511706
-765.809853,1000,617.165357
-594.239125,1000,640.59498
-657.527698,1000,663.719589
-736.868372,1000,686.905378
-723.616772,1000,710.185296
-648.914153,1000,733.538762
-771.5814,1000,757.241447
-748.096624,1000,780.499375
-634.828078,1000,802.301051
-672.837074,1000,825.391183
-645.978849,1000,848.592034
-585.936077,1000,871.64678
-106.788231,1000,894.683953
-582.479558,1000,917.659338
-559.015415,1000,940.913478
-737.976487,1000,962.431728
-606.807821,1000,985.695462
-758.589966,1000,1008.584429
-1077.900801,1000,1031.715173
-637.281172,1000,1055.06414
-349.923662,1000,1077.653096
-759.452691,1000,1100.493098
-553.623392,1000,1123.71171
-761.552129,1000,1146.593763
-764.93042,1000,1169.790451
-697.143788,1000,1192.110403
-618.571595,1000,1215.67392
-621.968621,1000,1238.611537
-636.925117,1000,1261.531062
-774.173288,1000,1285.522765
-749.309656,1000,1308.747787
-1032.924385,1000,1332.457763
-712.563814,1000,1354.239463
-736.387509,1000,1377.621993
-760.549417,1000,1400.48327
-744.419039,1000,1421.650685
-708.623785,1000,1444.068846
-768.810067,1000,1465.124104
-740.406619,1000,1486.08074
-739.444405,1000,1508.839062
-786.77268,1000,1531.253338
-621.974615,1000,1553.588417
-725.186114,1000,1576.192289
-689.339475,1000,1597.393628
-586.221392,1000,1620.382964
-655.415616,1000,1642.013813
-652.439308,1000,1663.667251
-763.355918,1000,1685.14751
-720.469198,1000,1708.39395
-97.313288,1000,1731.61664
-726.793476,1000,1753.19892
-594.357161,1000,1774.714519
-813.426002,1000,1796.364018
-814.962658,1000,1817.828422
-832.87343,1000,1839.385104
-634.12108,1000,1860.441499
-212.73358,1000,1883.607805
-785.798357,1000,1904.901163
-540.653665,1000,1927.635377
-1004.072865,1000,1949.022148
-906.071625,1000,1971.418226
-977.314816,1000,1992.676381
-977.35007,1000,2013.949633
-518.341664,1000,2034.092272
-711.323051,1000,2054.789608
-639.962824,1000,2074.936948
-484.566596,1000,2094.580383
-618.515481,1000,2113.706278
-573.64492,1000,2133.563256
-876.280505,1000,2151.867598
-1093.94761,1000,2169.654102
-1025.920484,1000,2186.112721
-870.782395,1000,2202.329359
-1029.08723,1000,2218.636438
-934.011372,1000,2234.22433
-815.326898,1000,2639.720466
-1102.95456,1000,2660.886164
-669.36752,1000,2682.113438
-680.120178,1000,2703.150206
-763.417388,1000,2723.856385
-686.870515,1000,2744.244222
-728.778433,1000,2765.541354
-210.889878,1000,2787.995742
-155.958933,1000,2810.619711
-323.555234,1000,2833.07099
-141.22667,1000,2855.022009
-403.298402,1000,2878.933135
-787.114151,1000,2901.291415
-150.275503,1000,2923.666358
-266.47983,1000,2946.265814
-561.645576,1000,2967.721991
-314.66981,1000,2991.387906
-547.876905,1000,3016.644023
-989.007822,1000,3039.736538
-669.34913,1000,3064.066709
-735.893406,1000,3087.171643
-1028.642713,1000,3109.4964
-1163.409082,1000,3130.91451
-1059.245578,1000,3152.145864
-1024.010604,1000,3173.832718
-1259.713178,1000,3195.581787
-1177.962534,1000,3217.01428
-1092.846114,1000,3238.349313
-351.414729,1000,3260.549237
-694.550412,1000,3282.732662
-499.160161,1000,3306.5591
-1134.943377,1000,3331.081613
-1116.467793,1000,3354.245153
-1297.804999,1000,3376.478202
-513.073099,1000,3402.570767
-329.407524,1000,3425.051102
-632.679224,1000,3448.009877
-1245.427747,1000,3470.300256
-1090.904982,1000,3492.373933
-1252.775285,1000,3514.477743
-1025.970369,1000,3537.268415
-286.38957,1000,3559.801265
-745.364855,1000,3582.28726
-761.433948,1000,3604.827228
-566.641056,1000,3627.246723
-718.735843,1000,3649.80088
-286.782615,1000,3672.223903
-360.762711,1000,3695.153961
-223.593126,1000,3717.806612
-831.880685,1000,3740.508918
-439.529983,1000,3763.513206
-876.421703,1000,3788.747487
-665.940092,1000,3812.18347
-404.214429,1000,3834.865802
-599.870359,1000,3858.245693
-300.547391,1000,3882.543992
-352.434759,1000,3906.176646
-465.409984,1000,3929.262434
-420.964414,1000,3954.896369
-498.809172,1000,3977.81617
-844.836319,1000,4002.099598
-317.349024,1000,4024.90565
-986.508639,1000,4048.241679
-589.275706,1000,4071.555069
-751.652023,1000,4094.682348
-713.028298,1000,4117.82268
-737.410121,1000,4141.800369
-755.337661,1000,4166.774773
-338.097009,1000,4188.880361
-225.144066,1000,4210.631659
-196.165324,1000,4233.447355
-768.094124,1000,4257.257672
-570.868307,1000,4279.058608
-478.822811,1000,4300.291864
-315.021173,1000,4321.930776
-708.229333,1000,4344.784004
-362.341765,1000,4366.274782
-757.548731,1000,4387.34029
-830.991247,1000,4408.683719
-194.153071,1000,4429.457715
-920.874912,1000,4449.890127
-519.216803,1000,4470.699992
-125.606187,1000,4492.105331
-613.113772,1000,4513.113104
-642.541856,1000,4533.876915
-459.921991,1000,4554.148884
-173.884507,1000,4575.594432
-172.223558,1000,4596.222005
-162.050612,1000,4616.49063
-350.618364,1000,4635.432099
-317.929003,1000,4654.915272
-305.166354,1000,4674.071976
-317.491318,1000,4693.213168
-65.97363,1000,4712.851841
-862.076202,1000,4730.863582
-168.891847,1000,4749.626427
-1123.94352,1000,4768.1209
-959.032026,1000,4786.746182
-513.431434,1000,4804.211415
-681.953743,1000,4823.444159
-646.205318,1000,5221.835858
-550.580404,1000,5240.562245
-793.303255,1000,5261.264491
-720.484729,1000,5281.714754
-863.881658,1000,5300.75923
-526.363341,1000,5319.10951
-446.931778,1000,5338.581335
-570.786209,1000,5357.875054
-272.739824,1000,5376.779233
-998.505538,1000,5395.691592
-817.325267,1000,5413.652221
-737.262893,1000,5431.33643
-818.685988,1000,5448.780463
-781.373842,1000,5467.43051
-853.452444,1000,5485.018175
-754.605317,1000,5501.514617
-646.754214,1000,5517.999481
-936.58618,1000,5535.077664
-727.149007,1000,5551.608578
-384.504927,1000,5568.802933
-703.55306,1000,5586.861828
-327.825747,1000,5603.105681
-577.128943,1000,5619.238404
-343.50853,1000,5635.067708
-269.623549,1000,5651.146747
-553.913205,1000,5667.500903
-521.574599,1000,5683.896072
-528.618297,1000,5700.265084
-533.183618,1000,5716.897515
-538.024597,1000,5733.193345
-537.94288,1000,5749.74703
-281.295773,1000,5766.973221
-561.551033,1000,5783.438881
-523.310141,1000,5799.714361
-416.376737,1000,5817.203175
-558.566817,1000,5833.141495
-512.045086,1000,5849.400109
-654.602379,1000,5866.236858
-659.591509,1000,5884.17026
-755.166977,1000,5901.884061
-1013.215461,1000,5918.609295
-1111.877575,1000,5935.809839
-612.074654,1000,5951.903253
-668.456614,1000,5970.517831
-743.733147,1000,5987.374736
-563.573922,1000,6004.415455
-728.35191,1000,6022.828031
-732.419777,1000,6040.733901
-389.353814,1000,6056.863079
-271.420018,1000,6073.311606
-323.380836,1000,6089.81826
-279.200045,1000,6106.255069
-494.486028,1000,6122.525112
-854.524861,1000,6140.690125
-241.793289,1000,6158.11139
-1240.806713,1000,6174.941759
-335.412469,1000,6191.87678
-440.052984,1000,6208.560305
-425.524253,1000,6224.636629
-268.907055,1000,6241.868137
-363.221436,1000,6259.109647
-240.409663,1000,6276.329233
-227.144411,1000,6292.428617
-99.186884,1000,6309.747684
-185.874774,1000,6327.088028
-287.264305,1000,6344.117846
-437.098883,1000,6360.615335
-358.529488,1000,6378.021447
-256.99091,1000,6395.161771
-430.876714,1000,6412.855221
-180.94288,1000,6429.560978
-88.577755,1000,6446.566963
-164.401503,1000,6464.009223
-1023.837459,1000,6480.168666
-182.937357,1000,6496.743522
-58.687039,1000,6513.693956
-423.161504,1000,6529.829803
-256.20913,1000,6546.732603
-756.482718,1000,6563.705608
-88.834197,1000,6580.844795
-789.231742,1000,6596.957782
-245.055792,1000,6612.851688
-201.046569,1000,6628.85526
-67.984235,1000,6646.020348
-919.698914,1000,6662.331716
-135.487786,1000,6679.558613
-160.691366,1000,6696.755787
-553.069037,1000,6712.596785
-247.5225,1000,6729.246751
-955.603786,1000,6746.245632
-975.305361,1000,6762.077553
-738.71409,1000,6778.860893
-298.230251,1000,6796.004909
-233.639585,1000,6811.771167
-253.100176,1000,6828.359637
-618.818657,1000,6843.94011
-400.617119,1000,6859.608953
-204.624456,1000,6875.111339
-347.716641,1000,6890.403593
-595.489863,1000,6905.491112
-303.088042,1000,7192.238
-547.447794,1000,7208.521393
-580.793563,1000,7224.517919
-205.007416,1000,7241.588086
-400.182903,1000,7257.869061
-550.368723,1000,7273.75438
-206.204918,1000,7290.160922
-505.471602,1000,7306.22311
-215.861145,1000,7322.354624
-310.487648,1000,7339.797697
-250.2167,1000,7355.829783
-103.045627,1000,7372.071033
-444.81667,1000,7390.761121
-201.692143,1000,7407.146389
-111.069109,1000,7424.515398
-141.742679,1000,7442.275239
-246.60695,1000,7458.502761
-560.348602,1000,7474.4618
-546.540208,1000,7490.66325
-589.65976,1000,7506.416862
-319.503135,1000,7523.880471
-891.570798,1000,7541.609638
-73.32816,1000,7558.507247
-310.988173,1000,7575.467147
-528.489708,1000,7592.450717
-386.203065,1000,7609.393214
-383.970839,1000,7625.577069
-294.468109,1000,7641.902503
-291.648948,1000,7658.877763
74.791086,1000,7675.092312
-208.335464,1000,7692.071237
-196.857713,1000,7709.267733
-434.083869,1000,7727.791848
