# {"t_start": 1619879507.9632492, "env_id": "Fetch-M3-v0"} 
r,l,t
-732.118855,1000,110.560226
-1009.13794,1000,117.141932
-993.505889,1000,145.89356
-976.767447,1000,154.563108
-644.989719,1000,201.380242
-1326.738731,1000,207.846653
-893.073184,1000,235.271879
-1016.395165,1000,243.611612
-1153.468406,1000,281.070443
-1064.86501,1000,287.529888
-1189.298614,1000,314.426481
-579.531167,1000,320.810869
-631.79013,1000,350.470447
-589.776957,1000,360.463164
-542.988543,1000,392.636729
-552.685793,1000,399.24628
-426.59566,1000,427.18196
-531.024742,1000,433.401482
-365.190306,1000,474.906722
-51.456146,1000,482.261473
-479.021411,1000,511.625665
-290.355071,1000,517.778439
-494.617482,1000,547.95839
-122.326891,1000,557.891604
-326.035723,1000,595.432557
-319.640233,1000,602.131477
-122.085402,1000,630.416012
-393.735226,1000,636.821
-210.643987,1000,674.463657
-299.607516,1000,684.932561
-395.070781,1000,717.724293
-289.118359,1000,724.393034
-249.288755,1000,753.457912
-307.82287,1000,761.011367
-395.749442,1000,807.458161
-343.593157,1000,814.817024
-685.845376,1000,848.282621
-359.972994,1000,854.709121
-383.699477,1000,901.40498
-537.11376,1000,910.835248
-529.919073,1000,942.29839
-535.608295,1000,950.105911
-198.325949,1000,992.359251
-195.645524,1000,1000.414001
-231.152543,1000,1030.246908
-514.715628,1000,1037.817756
-116.231092,1000,1068.057459
-191.64009,1000,1080.115017
-373.507948,1000,1120.586787
-493.432799,1000,1127.767943
-214.934688,1000,1166.888385
-337.357525,1000,1177.359582
-686.193067,1000,1210.612242
-738.235536,1000,1218.867268
-352.76852,1000,1262.685068
-126.802947,1000,1271.556254
-185.586143,1000,1300.475979
-188.468571,1000,1307.134286
-331.088177,1000,1345.403188
-586.631313,1000,1357.372661
-127.598162,1000,1389.547857
-254.67625,1000,1395.521334
-109.671469,1000,1435.550559
-208.41711,1000,1444.486725
-186.115589,1000,1474.601405
-196.343603,1000,1480.807012
-159.604477,1000,1521.895926
-119.778196,1000,1530.577658
-170.383341,1000,1558.974324
-302.935161,1000,1564.633777
-262.662079,1000,1602.919789
-211.345505,1000,1612.247181
-206.61363,1000,1645.97965
-177.573568,1000,1651.999093
-136.388128,1000,1695.603836
-527.277445,1000,1703.538317
-270.053358,1000,1731.933452
-183.302604,1000,1740.526585
-159.19293,1000,1781.383767
-209.620282,1000,1787.924221
-192.391334,1000,1815.952669
-319.917058,1000,1828.840611
-180.565044,1000,1865.657928
-506.76984,1000,1872.237796
-467.846745,1000,1905.321049
-229.826729,1000,1915.421673
-256.060414,1000,1951.931751
-207.271163,1000,1958.411323
-153.730759,1000,1993.560017
-345.586064,1000,2006.167814
-444.000207,1000,2039.220711
-377.571507,1000,2046.337066
-373.014488,1000,2087.096406
-234.49431,1000,2097.623498
-226.993578,1000,2127.791454
-222.168669,1000,2134.2854
-346.012302,1000,2174.298449
-244.023298,1000,2184.628682
-261.194658,1000,2213.958301
-227.206398,1000,2219.83996
-265.918285,1000,2259.022112
-502.690789,1000,2270.205388
-455.57871,1000,2306.792216
-187.105724,1000,2315.605887
-370.110418,1000,2360.515386
-215.577488,1000,2366.853638
-113.390638,1000,2400.670511
-177.109984,1000,2409.879276
-106.22347,1000,2450.555959
-246.112485,1000,2458.492949
-174.368487,1000,2494.043247
-166.587705,1000,2501.678236
-118.258179,1000,2534.416561
-119.00987,1000,2540.578758
-211.228325,1000,2575.302919
-131.064096,1000,2583.236799
-261.078566,1000,2617.469893
-232.25495,1000,2624.486157
-129.968149,1000,2660.159636
-488.132495,1000,2669.729912
-124.071476,1000,2704.467927
-317.008258,1000,2712.221484
-259.507929,1000,2746.066762
-581.961446,1000,2753.841238
-335.730703,1000,2795.330443
-225.219815,1000,2802.419409
-304.305477,1000,2837.166872
-235.738787,1000,2845.429459
-147.892374,1000,2878.727774
-163.310556,1000,2886.403292
-320.50108,1000,2925.067412
-195.25737,1000,2932.541358
-129.900498,1000,2966.135334
-127.306534,1000,2972.7185
-210.313392,1000,3011.84614
-204.813984,1000,3019.757203
-207.325,1000,3053.064801
-136.364387,1000,3060.205895
-231.932933,1000,3092.579146
-123.827734,1000,3100.021923
-130.816593,1000,3138.466142
-251.060818,1000,3147.48751
-178.453435,1000,3182.337269
-149.617396,1000,3189.282621
-186.396555,1000,3223.416967
-86.553612,1000,3231.344175
-238.839141,1000,3265.347739
-124.234597,1000,3271.422956
-158.844699,1000,3300.496592
-221.586263,1000,3310.637864
-142.887435,1000,3345.679198
-200.678412,1000,3352.746125
-164.866568,1000,3381.379554
-161.806519,1000,3387.527061
-449.229347,1000,3423.216822
-1149.848545,1000,3430.812709
-140.162088,1000,3461.676101
-106.670995,1000,3469.305698
-162.816561,1000,3506.189959
-231.217221,1000,3513.999151
-138.701977,1000,3547.46745
-193.688168,1000,3554.766408
-114.8211,1000,3592.485058
-107.061803,1000,3601.875188
-114.502799,1000,3638.72901
-452.568811,1000,3646.644987
-488.732655,1000,3686.183254
-230.555988,1000,3693.309676
-374.377568,1000,3728.766898
-119.460136,1000,3736.776154
-139.181205,1000,3773.071004
-114.633583,1000,3780.685689
-479.550539,1000,3814.450152
-406.417561,1000,3823.095481
-125.683282,1000,3860.376705
-164.526599,1000,3871.431931
-135.165611,1000,3907.341197
-313.540824,1000,3916.02296
-396.314026,1000,3951.991569
-109.915874,1000,3959.454623
-89.5578,1000,3998.447288
-148.162603,1000,4005.593613
-89.165198,1000,4044.643517
-710.708145,1000,4054.044815
-109.544835,1000,4089.827397
-114.518196,1000,4096.963564
-122.012667,1000,4132.296673
-371.875309,1000,4140.070102
-107.919999,1000,4176.631451
-107.567537,1000,4184.173126
-103.865508,1000,4216.812578
-204.226787,1000,4224.53364
-125.294211,1000,4258.327486
-338.757013,1000,4265.570622
-118.362473,1000,4300.891036
-195.307969,1000,4308.327753
-291.259291,1000,4342.257965
-128.75114,1000,4349.129739
-109.247853,1000,4383.982452
-268.878829,1000,4391.506629
-218.068965,1000,4424.412318
-120.277583,1000,4431.795001
-244.701484,1000,4468.189007
-229.477596,1000,4475.110817
-184.601406,1000,4509.168869
-298.950167,1000,4516.633381
-170.417376,1000,4550.787522
-819.702354,1000,4559.724207
-479.335499,1000,4591.079801
-409.763403,1000,4597.932829
-390.641146,1000,4630.911571
-864.549444,1000,4637.611286
